sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine
HG03127	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03129	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03130	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03132	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03133	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03135	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03136	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03139	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03157	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03159	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03160	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03162	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03163	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03166	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03168	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03169	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03172	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03175	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03189	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03190	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03193	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03195	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03196	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03198	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03199	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03202	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03265	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03267	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03268	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03270	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03271	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03279	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03280	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03291	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03294	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03295	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03297	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03298	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03300	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03301	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03303	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03304	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03311	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03313	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03342	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03343	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03351	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03352	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03354	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03363	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03366	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03367	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03369	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03370	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03372	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03499	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03514	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03515	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03517	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03518	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03520	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03521	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG02979	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03511	ESN	NA	Nigeria	WestAfrica	ESN	Modern	0	1	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03052	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03054	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03055	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03057	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03058	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03060	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03061	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03063	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03064	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03066	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03069	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03072	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03073	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03074	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03077	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03078	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03079	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03081	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03082	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03084	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03085	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03086	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03088	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03091	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03095	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03096	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03097	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03209	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03212	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03224	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03225	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03376	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03378	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03380	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03382	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03385	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03388	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03391	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03394	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03397	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03401	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03410	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03419	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03428	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03432	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03433	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03436	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03437	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03439	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03442	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03445	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03446	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03449	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03451	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03452	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03455	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03457	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03458	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03460	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03461	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03464	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03469	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03470	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03472	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03473	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03476	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03478	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03479	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03484	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03485	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03547	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03548	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03556	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03557	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03558	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03559	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03563	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03565	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03567	MSL	NA	SierraLeone	WestAfrica	MSL	Modern	0	2	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
